x y
0.07655885 -0.02986649
0.076500826 -0.02791546
0.07564823 -0.060152132
0.075621024 -0.12536755
0.07558235 -0.064091966
0.07531612 -0.07531622
0.0752573 -0.13048576
0.075174056 -0.07059854
0.07515631 -0.09544331
0.07512406 -0.09501059
0.075076304 -0.12498798
0.074407265 -0.13847584
0.07425909 -0.08358813
0.07425147 -0.08421065
0.074184895 -0.096879736
0.07398258 -0.08912367
0.07360686 -0.037322003
0.073385485 -0.052184574
0.07302315 -0.043945048
0.07291808 -0.018769741
0.07275773 -0.0205486
0.072731905 0.016315566
0.07242291 0.017811658
0.07211478 0.04638791
0.07203131 0.019752981
0.07198856 0.054959647
0.07185305 0.072428375
0.07163684 0.08683348
0.07146958 0.09642081
0.07126626 0.11339599
0.07109072 0.072986454
0.07107439 0.04837578
0.07051372 0.06753683
0.07002879 0.0806652
0.069978915 0.09843528
0.06967192 0.12748703
0.069383815 0.07419973
0.06920246 0.07309407
0.069083884 0.07191144
0.06875682 0.032522216
0.068682306 0.03715183
0.06841751 0.03341882
0.06826535 0.013541771
0.06825216 0.0012959186
0.068107836 0.03303215
0.067908466 -0.031095004
0.06718291 -0.099216454
0.06716677 -0.061315384
0.06715266 -0.083891
0.06697146 -0.12196608
0.066957526 -0.07035558
0.06676134 -0.12469872
0.06618301 -0.12026939
0.06613932 -0.11163701
0.06590306 -0.13142145
0.06575054 -0.15565477
0.0657469 -0.17200302
0.065684825 -0.11988367
0.06543796 -0.14088258
0.06542701 -0.15466645
0.06540414 -0.09407394
0.065304026 -0.17372681
0.064948946 -0.102016196
0.06491884 -0.08868866
0.06458334 -0.13419482
0.064503886 -0.12956
0.06445398 -0.08470629
0.06432041 -0.06420678
0.064283535 -0.07307374
0.06417843 -0.04269797
0.06408649 -0.105024755
0.06367909 -0.03993298
0.06366442 -0.0040784795
0.06359533 -0.050432127
0.06320035 -0.022372201
0.06314766 -0.0075272024
0.06313483 0.019310847
0.06293317 0.008456096
0.06280982 0.09000882
0.062783465 0.081327625
0.062765874 0.07979022
0.06258366 0.04758715
0.0625095 0.08700294
0.062360883 0.06695602
0.062272828 0.10616472
0.062200166 0.07469226
0.06190297 0.0822989
0.060725342 0.14713383
0.06039781 0.17139077
0.06001656 0.11056383
0.059919424 0.13922189
0.059756618 0.11981881
0.059617866 0.11260794
0.059480857 0.105928615
0.059262376 0.05592151
0.058983423 0.0011665262
0.058938306 -0.023039201
0.05885763 0.0487099
0.058383476 -0.042019755
0.05785509 -0.10795407
0.05783513 -0.10496323
0.057208683 -0.19201185
0.057085164 -0.18786694
0.05706733 -0.18336803
0.05658666 -0.16170527
0.056384433 -0.18458614
0.05637796 -0.15271492
0.055939246 -0.20128457
0.055500217 -0.17045087
0.055258043 -0.16022584
0.055176504 -0.09400195
0.05506158 -0.07831961
0.055014696 -0.10015546
0.054560263 -0.078762725
0.05441556 -0.0765974
0.054109987 0.009366972
0.05392101 0.07270056
0.053907454 0.058138758
0.053698063 0.05690417
0.0535791 0.07637456
0.05352819 0.119385675
0.053345144 0.12126809
0.053058572 0.1280256
0.05244998 0.1633544
0.05238203 0.17589162
0.052039202 0.19867826
0.052038025 0.19878507
0.051521268 0.2056813
0.051402356 0.21139465
0.05130875 0.17175093
0.051278174 0.21010175
0.05122721 0.15290137
0.05113392 0.18834038
0.05098654 0.1472134
0.05064971 0.15406474
0.05034868 0.13153096
0.05022208 0.09302536
0.049938552 0.060684104
0.049863245 -0.0058926046
0.049839433 0.07087761
0.049786814 0.046200424
0.049468044 -0.0064151883
0.0493142 -0.012374606
0.04916074 -0.101440735
0.0490794 -0.034837563
0.049063474 -0.07826254
0.048723925 -0.15500858
0.048152983 -0.15617934
0.047569737 -0.21258485
0.047249205 -0.27818036
0.046888985 -0.20507188
0.04630395 -0.19827181
0.045888446 -0.17899652
0.04584425 -0.14525062
0.045544397 -0.12939273
0.04551896 -0.1283805
0.045258448 -0.07610759
0.045248285 -0.049685065
0.04501539 -0.038163252
0.044846438 0.001661567
0.04451299 0.041340575
0.04377142 0.22559607
0.043491248 0.2588091
0.043269824 0.24820146
0.042868845 0.22831148
0.04283571 0.21794543
0.04246375 0.28324047
0.042370223 0.22108303
0.042355318 0.2947005
0.04234738 0.2614486
0.042315222 0.28498018
0.042021737 0.2604829
0.041732587 0.21835138
0.041575197 0.17362559
0.0413581 0.1539936
0.041231543 0.18278265
0.04117627 0.1658384
0.04115404 0.114497505
0.041032284 0.11050084
0.040961828 0.06976331
0.04094194 0.12425743
0.040763285 0.051074892
0.04075321 0.05679539
0.040673677 0.056493685
0.04038033 -0.044359174
0.040207084 -0.058806047
0.04004323 -0.06241506
0.04001883 -0.047464956
0.03999838 -0.06905028
0.039396524 -0.2195934
0.0393251 -0.22660765
0.03922162 -0.196087
0.039084245 -0.22820823
0.038686145 -0.24261183
0.03806572 -0.31344655
0.037148666 -0.23366454
0.037026756 -0.23917894
0.036969285 -0.250705
0.03691117 -0.18282077
0.036757357 -0.21534072
0.036440007 -0.11917941
0.03623315 -0.10992031
0.03618055 -0.12073897
0.03608714 -0.11121634
0.035576727 0.0035869032
0.03511343 0.14640054
0.035076514 0.16031653
0.034928877 0.20919265
0.0347954 0.21034662
0.034785908 0.24652173
0.03476817 0.1866237
0.034746837 0.22509848
0.034686387 0.21145418
0.034431502 0.31381145
0.033959676 0.35387164
0.03389774 0.35514832
0.03381811 0.3480191
0.033551805 0.31191128
0.033509437 0.3543424
0.03320561 0.36359012
0.033136826 0.32309374
0.03246441 0.23318268
0.032417398 0.28016996
0.03226107 0.232356
0.032208398 0.26696014
0.031933125 0.13621539
0.031805817 0.16416071
0.0315362 0.052017704
0.03152081 0.11252087
0.03148048 0.10400924
0.031188553 0.004280653
0.031152247 -0.0049925186
0.031051029 -0.08653709
0.030954843 -0.09305325
0.030388713 -0.19657433
0.030380214 -0.20992967
0.030220238 -0.28455764
0.030152267 -0.28514978
0.030091187 -0.25004452
0.029711226 -0.32221985
0.029708257 -0.33446068
0.029400632 -0.40472782
0.029328436 -0.35685426
0.029311424 -0.39046615
0.029310185 -0.35408857
0.028863832 -0.38007522
0.028663775 -0.39203942
0.028303415 -0.4018061
0.028208101 -0.394033
0.02813303 -0.34176445
0.027850762 -0.29964954
0.027392453 -0.23691337
0.027349476 -0.23082061
0.027204487 -0.1361389
0.02663818 0.023633048
0.026249066 0.13287331
0.026238192 0.117350906
0.026117563 0.18507853
0.02601247 0.14019221
0.025720755 0.26376677
0.025705535 0.23230931
0.025432572 0.36106768
0.025354048 0.36944336
0.025299981 0.37601635
0.02507623 0.40317866
0.025036892 0.38255405
0.02496932 0.3747818
0.0249655 0.38237268
0.024858285 0.42521992
0.024841698 0.40581888
0.024818247 0.44342905
0.024784451 0.45502326
0.024746662 0.43499088
0.024579195 0.45190173
0.02415151 0.48490897
0.023884071 0.4901106
0.023682255 0.41760904
0.023632748 0.43564552
0.023183005 0.30496195
0.02295736 0.2588757
0.022932025 0.30405635
0.022891758 0.31098074
0.02285752 0.2784158
0.022228941 0.10278717
0.022099886 0.055143397
0.021855306 -0.06543425
0.02169968 -0.07784307
0.021647116 -0.10274112
0.021465372 -0.17478894
0.021426387 -0.1875298
0.021256095 -0.2220155
0.020794313 -0.43628272
0.020658268 -0.4529383
0.020617528 -0.40020117
0.020318687 -0.44892764
0.019856153 -0.5380994
0.019003278 -0.47122186
0.018724611 -0.43367547
0.01843907 -0.40935072
0.018292492 -0.355047
0.018159084 -0.31181207
0.017648961 -0.13080016
0.017365584 0.04678441
0.017326623 0.07672703
0.017094603 0.10247424
0.016867967 0.1714429
0.015965093 0.5060855
0.015920356 0.49071452
0.015832828 0.5745665
0.015651925 0.5490573
0.01518434 0.57732457
0.0150964055 0.6126242
0.014968549 0.5797597
0.0141778765 0.5124237
0.014057529 0.47502443
0.013780407 0.37086552
0.013408417 0.2790611
0.013118992 0.14186265
0.013065112 0.14701343
0.0130413845 0.08790818
0.012675293 -0.02832466
0.012636437 -0.112399824
0.012436352 -0.13640815
0.011985051 -0.4095937
0.011167464 -0.64670104
0.010930667 -0.68728685
0.010738111 -0.7479701
0.010019941 -0.68895376
0.009972966 -0.6795232
0.009907017 -0.7168815
0.009838379 -0.6687756
0.009803087 -0.61254454
0.009745462 -0.60127854
0.00972616 -0.6084315
0.009696952 -0.6291413
0.009693421 -0.6457471
0.009297016 -0.5188185
0.009211763 -0.45326993
0.009083728 -0.455735
0.008983609 -0.41075143
0.008552051 -0.17322214
0.008418689 -0.1388874
0.008247968 0.024728406
0.008196947 -0.00023496523
0.008147471 0.025500324
0.0079453625 0.1177102
0.007824574 0.22155179
0.0076190266 0.31813192
0.0075037214 0.35657448
0.0074291 0.40065902
0.007244836 0.4646309
0.0068756193 0.6168483
0.006615142 0.76243716
0.006593483 0.7423843
0.006563702 0.73773813
0.005912065 0.8385454
0.005792626 0.80013096
0.0053785583 0.80932754
0.0053494624 0.7787269
0.0051094103 0.7287387
0.004786835 0.6265092
0.00449907 0.5022308
0.0043000365 0.35257638
0.0042921645 0.34369308
0.0040719938 0.21544625
0.0035754647 -0.0682621
0.0030682196 -0.3324391
0.0030322548 -0.35938102
0.0029671283 -0.43711975
0.0028303084 -0.49837923
0.002626515 -0.5447715
0.002519396 -0.6413839
0.0023109568 -0.7505431
0.0022131132 -0.7791705
0.0021533784 -0.832125
0.001980867 -0.8184173
0.0018713222 -0.90295476
0.0015181277 -0.9887647
0.001482737 -0.9183074
0.0013285548 -0.9969773
0.0012825909 -0.99318814
0.00076812063 -0.88017625
0.00066269655 -0.8934149
0.00048797825 -0.8191931
0.000444466 -0.7877635
0.00028430411 -0.75359786
0.00019038944 -0.7154181
0.0001411544 -0.66397506
5.138155e-05 -0.6590385
