x y
0.061220266 0.1050269
0.061148267 0.102746114
0.06047088 0.009530302
0.06044646 -0.022800375
0.060403194 0.011740711
0.060218066 0.01058769
0.060196605 -0.003952659
0.060066592 -0.038736165
0.060019262 -0.013599487
0.059729148 -0.05079083
0.05964001 -0.077699
0.059486505 -0.04141881
0.059144378 -0.118257985
0.058808625 -0.09306678
0.058648836 -0.12459758
0.05852278 -0.12644209
0.058453947 -0.1488919
0.057809826 -0.13878435
0.057638347 -0.13613494
0.05761797 -0.14667994
0.057534456 -0.11195761
0.0575206 -0.11392841
0.057312872 -0.15150025
0.05706848 -0.10392249
0.05673858 -0.111878835
0.05673222 -0.14395718
0.05659504 -0.05669524
0.056589898 -0.10553163
0.056311496 -0.11182387
0.056193292 -0.093565725
0.055985846 -0.0750223
0.0555855 -0.021330807
0.05512565 0.06719151
0.05490617 0.10639447
0.054810353 0.06787316
0.05462668 0.07964781
0.054503452 0.11955386
0.054314334 0.12075984
0.054262977 0.16627017
0.054253228 0.11707392
0.054252446 0.117435835
0.053965177 0.12702821
0.053836085 0.18402822
0.053521104 0.20169921
0.053283114 0.16876577
0.052809965 0.18435262
0.052714944 0.12428732
0.05270731 0.12558512
0.052438404 0.18468317
0.05214004 0.08455563
0.05213077 0.1538616
0.051586457 0.025549777
0.051226664 0.019943202
0.05119859 0.016602501
0.051146217 0.041168123
0.050874706 -0.0078031532
0.05086125 -0.039443403
0.05078092 -0.05289002
0.05068789 -0.07275861
0.050590824 -0.0774285
0.05050939 -0.0676662
0.050246365 -0.114804596
0.049894642 -0.18084213
0.0497508 -0.17178257
0.049559347 -0.15241022
0.04926352 -0.21293019
0.04917271 -0.2057847
0.0491621 -0.18376943
0.04895531 -0.18988697
0.048871554 -0.22887585
0.04877108 -0.17543174
0.048442014 -0.17784102
0.048370488 -0.23887876
0.048364777 -0.22219959
0.048266288 -0.224992
0.047561567 -0.13329297
0.04751506 -0.127924
0.047277868 -0.12693554
0.04706611 -0.07795921
0.04703064 -0.05458164
0.047020093 -0.09435712
0.04690825 -0.027713966
0.046792556 -0.064864226
0.04672357 -0.04645264
0.046591666 -0.030197445
0.046236537 0.052626085
0.045594968 0.107228264
0.045531612 0.101343185
0.04503393 0.17150974
0.044924393 0.23913215
0.04485252 0.2412464
0.044654094 0.18936384
0.04465386 0.23805496
0.04431333 0.2576002
0.0442233 0.23204382
0.044185884 0.26095766
0.04408671 0.20346965
0.043800466 0.22761975
0.043621134 0.19609343
0.043312233 0.16702792
0.043284837 0.23707376
0.042914774 0.19016676
0.042637747 0.11506784
0.042441435 0.10264899
0.04242843 0.120206654
0.042411074 0.113894954
0.042316534 0.057937466
0.042199958 0.015791625
0.04217611 0.08331415
0.041690797 -0.023569766
0.04143699 -0.08854989
0.04094954 -0.12715814
0.040747408 -0.18575133
0.040630594 -0.21516944
0.040017437 -0.2555814
0.03995414 -0.27696547
0.039305117 -0.29478964
0.03929272 -0.26590323
0.03923213 -0.2666477
0.03897893 -0.24170713
0.03891862 -0.2624651
0.038668063 -0.23018949
0.038244452 -0.1721991
0.038069364 -0.18163492
0.037859023 -0.10886465
0.03733469 0.02178546
0.037139222 0.054533828
0.036994204 0.057460673
0.03683711 0.11591302
0.036605634 0.11063587
0.036517296 0.18948619
0.03622931 0.18526644
0.036032576 0.24889219
0.03598578 0.21901968
0.03591633 0.22593339
0.035583355 0.249058
0.035569053 0.32076192
0.035553567 0.29018673
0.035513025 0.3260246
0.03531906 0.31810302
0.03499289 0.348027
0.034956153 0.29528406
0.034565326 0.32946256
0.034397285 0.29423958
0.03435355 0.28702253
0.034165736 0.28948587
0.034143522 0.29680827
0.034001246 0.21409772
0.033955317 0.2248709
0.033846 0.26979405
0.033664446 0.20362124
0.033651657 0.22172865
0.033625975 0.20990346
0.033334415 0.12063062
0.032909777 0.03872384
0.0328093 0.02127877
0.032609247 -0.06774777
0.032600623 -0.056673184
0.032524396 -0.08008847
0.032327276 -0.118273705
0.032295074 -0.13271691
0.032173004 -0.16723512
0.03199066 -0.14619385
0.031548355 -0.27197683
0.031034634 -0.31860876
0.030965885 -0.31381124
0.030830456 -0.35510844
0.030724017 -0.37104204
0.030699817 -0.36575353
0.030654758 -0.37711993
0.030422911 -0.3449236
0.030357247 -0.40524966
0.030286232 -0.39631966
0.030075138 -0.38609424
0.030051827 -0.38906577
0.029934019 -0.3808575
0.0295647 -0.314533
0.02943053 -0.31148973
0.029345293 -0.24858233
0.029323623 -0.32671338
0.028434077 -0.1057699
0.028415222 -0.113780126
0.028378446 -0.054304212
0.028173894 -0.054596234
0.027916972 0.08482142
0.027261406 0.19504024
0.026903624 0.34760526
0.026730275 0.30598307
0.026361138 0.4190981
0.025930924 0.45745948
0.025820354 0.45829007
0.025742406 0.39806184
0.025722045 0.40675563
0.025676742 0.4493372
0.02551963 0.40184698
0.02540183 0.43734592
0.025181198 0.4283513
0.025019646 0.4000829
0.024613384 0.3065055
0.024518732 0.24747401
0.024487857 0.26841506
0.024421925 0.29245004
0.024382716 0.2475389
0.024172677 0.17192057
0.023727918 0.09653908
0.023585187 0.023403065
0.023525381 -0.033939824
0.0234945 0.01189083
0.023260003 -0.054087374
0.022783749 -0.24206223
0.022750529 -0.21301942
0.022400316 -0.36164907
0.022322237 -0.33967543
0.022285625 -0.34860682
0.021763666 -0.45244104
0.0215734 -0.4728311
0.021520687 -0.52641916
0.021496972 -0.46110696
0.021456711 -0.5074271
0.021135887 -0.5026623
0.02106166 -0.54596364
0.020941487 -0.48967305
0.0208806 -0.52576023
0.020854607 -0.49884778
0.020672029 -0.4482562
0.020649912 -0.44282418
0.020649182 -0.5043352
0.020355482 -0.38814774
0.020322483 -0.43451458
0.01959416 -0.22318453
0.019570014 -0.25164434
0.019466387 -0.16330269
0.01939502 -0.18881649
0.01921149 -0.11268494
0.019062562 -0.014161576
0.018558048 0.09944074
0.018367833 0.23737559
0.018164542 0.2690532
0.018069709 0.32789654
0.017871529 0.3680683
0.017543785 0.49874908
0.017488493 0.4346831
0.017394006 0.48888248
0.017210703 0.48790768
0.017162219 0.56567806
0.017155167 0.55097747
0.016258774 0.54609746
0.016138941 0.5332441
0.015788045 0.47810477
0.015511125 0.4266779
0.014991231 0.25474927
0.014970012 0.28159136
0.013757882 -0.2721645
0.013569246 -0.3255781
0.012673219 -0.58066714
0.012610386 -0.59679437
0.01257399 -0.6307767
0.012567063 -0.6652503
0.012034871 -0.67063415
0.011920779 -0.6894621
0.011838672 -0.71372986
0.01153418 -0.6265216
0.0114578325 -0.6616789
0.011174417 -0.6088916
0.011067924 -0.54253614
0.010919142 -0.5417598
0.010811548 -0.46572626
0.010683875 -0.4152369
0.01065787 -0.44006905
0.010498046 -0.3130773
0.010199111 -0.20547244
0.010185986 -0.24859162
0.009351934 0.23537026
0.009069031 0.36422786
0.00906863 0.29229295
0.008867736 0.44824865
0.008808765 0.46942008
0.008742661 0.4982641
0.008674062 0.50923723
0.008667378 0.53838927
0.007686944 0.8086521
0.00723916 0.76408094
0.0070639453 0.8029578
0.00695708 0.74124056
0.006845206 0.7213807
0.0066614407 0.6534209
0.0065656784 0.65812373
0.006413734 0.5894023
0.006399655 0.6274013
0.0062489933 0.56659293
0.0062305382 0.5183242
0.005977954 0.4159236
0.005705935 0.28676948
0.0057047014 0.3091447
0.0051742387 -0.023573726
0.005128425 0.02028192
0.0047410047 -0.25831285
0.004283502 -0.5191558
0.0042311624 -0.5351554
0.003784161 -0.71842307
0.0037269827 -0.7594544
0.0036602232 -0.77709866
0.0036383301 -0.7291849
0.0036138152 -0.7720249
0.0035711273 -0.76123893
0.0031584178 -0.9143392
0.0030961663 -0.9050788
0.002209373 -0.8041248
0.0021423853 -0.82117957
0.002136608 -0.84212923
0.0019311387 -0.7484832
0.0017848086 -0.7107102
0.0016681756 -0.66694945
0.0016507505 -0.66860527
0.001484301 -0.57394636
0.0013147059 -0.44260877
0.0012350788 -0.43959567
0.001025912 -0.33552903
0.0007057535 -0.13141352
0.0005830368 -0.04681753
0.0005327372 0.00843215
0.00015465004 0.24471708
8.790565e-05 0.3519293
