# June 2018
# Blast hits and expectation values
# seq_id    start-end e_val
seq_id start_end exp_val
KC193762 14373-15513 0.0
KC193755 14373-15513 0.0
KC193727 14373-15513 0.0
KC193691 14373-15513 0.0
EU552603 1-1141 0.0
KJ093688 1-1131 0.0
KJ093680 1-1131 0.0
KJ093675 1-1131 0.0
KJ093673 1-1131 0.0
KC599543 1-1131 0.0
KC599542 1-1131 0.0
KC599540 1-1131 0.0
KC599533 1-1131 0.0
KC599532 1-1131 0.0
KC599531 1-1131 0.0
KC599523 1-1131 0.0
KC599503 1-1131 0.0
KC599502 1-1131 0.0
KC599496 1-1131 0.0
KC599487 1-1131 0.0
KC193776 14373-15513 0.0
KC193749 14373-15513 0.0
KC193724 14373-15513 0.0
KC193713 14373-15513 0.0
KC193695 14373-15513 0.0
KC193689 14373-15513 0.0
EU224003 1-1141 0.0
KJ093691 1-1131 0.0
KJ093684 1-1131 0.0
KC599521 1-1131 0.0
KC599513 1-1131 0.0
KC599510 1-1131 0.0
KC599506 1-1131 0.0
KC599501 1-1131 0.0
KC599491 1-1131 0.0
KC599488 1-1131 0.0
KC599485 1-1131 0.0
KC599476 1-1131 0.0
KC599470 1-1131 0.0
KC193761 14373-15513 0.0
KC193746 14373-15513 0.0
KC193743 14373-15513 0.0
KC193739 14373-15513 0.0
KC193731 14373-15513 0.0
KC193720 14373-15513 0.0
KC193687 14373-15513 0.0
KJ093692 1-1131 0.0
KC599524 1-1131 0.0
KC599500 1-1131 0.0
KC599498 1-1131 0.0
KC599492 1-1131 0.0
KC599490 1-1131 0.0
KC193758 14373-15513 0.0
KC193733 14373-15513 0.0
KC193726 14373-15513 0.0
KC193716 14373-15513 0.0
KC193704 14373-15513 0.0
KC193703 14373-15513 0.0
KC193699 14373-15513 0.0
EU552605 1-1141 0.0
EU492335 1-1141 0.0
EU492334 1-1141 0.0
KC599534 1-1131 0.0
KC193774 14373-15513 0.0
KC193768 14373-15513 0.0
KC193767 14373-15513 0.0
KC193763 14373-15513 0.0
KC193714 14373-15513 0.0
KC193702 14373-15513 0.0
KC193686 14373-15513 0.0
KC193683 14373-15513 0.0
EU552606 1-1141 0.0
EU492087 1-1141 0.0
KJ093676 1-1131 0.0
KJ093686 1-1131 0.0
KJ093681 1-1131 0.0
KC599520 1-1131 0.0
KC599518 1-1131 0.0
KC599479 1-1131 0.0
KC599478 1-1131 0.0
KC599475 1-1131 0.0
KC193765 14373-15513 0.0
KC193764 14373-15513 0.0
KC193721 14373-15513 0.0
KC193715 14373-15513 0.0
KC193700 14373-15513 0.0
KC193688 14373-15513 0.0
EU552604 1-1141 0.0
KJ093682 1-1131 0.0
KJ093679 1-1131 0.0
KC599537 1-1131 0.0
KC599526 1-1131 0.0
KC599517 1-1131 0.0
KC599515 1-1131 0.0
KC599505 1-1131 0.0
KC599504 1-1131 0.0
KC599486 1-1131 0.0
MG958195 1-1124 0.0
KC193759 14373-15513 0.0
KC193719 14373-15513 0.0
KC193685 14373-15513 0.0
KJ093690 1-1131 0.0
KJ093689 1-1131 0.0
KJ093687 1-1131 0.0
KJ093685 1-1131 0.0
KJ093678 1-1131 0.0
KC599530 1-1131 0.0
KC599529 1-1131 0.0
KC599522 1-1131 0.0
KC599484 1-1131 0.0
KC193760 14373-15513 0.0
KC193747 14373-15513 0.0
KC193738 14373-15513 0.0
KC193737 14373-15513 0.0
KC193712 14373-15513 0.0
KC193708 14373-15513 0.0
KC193681 14373-15513 0.0
KJ093683 1-1131 0.0
KC599536 1-1131 0.0
KC599519 1-1131 0.0
KC599512 1-1131 0.0
KC599489 1-1131 0.0
KC599469 1-1131 0.0
KC193690 14373-15513 0.0
AF472580 1-1141 0.0
KJ093693 1-1131 0.0
KC599525 1-1131 0.0
KC599514 1-1131 0.0
KC599509 1-1131 0.0
KC599494 1-1131 0.0
KC599493 1-1131 0.0
KC599482 1-1131 0.0
KC599477 1-1131 0.0
KC599472 1-1131 0.0
KC599516 1-1131 0.0
KC599511 1-1131 0.0
KC599544 1-1131 0.0
KC599535 1-1131 0.0
KC599495 1-1131 0.0
KC599508 1-1131 0.0
AP009134 14373-15511 0.0
AB126386 1-1139 0.0
KC599419 1-1129 0.0
KC599420 1-1129 0.0
KC599341 1-1129 0.0
KC599433 1-1129 0.0
KC599430 1-1129 0.0
KC599429 1-1129 0.0
KC599403 1-1129 0.0
KC599390 1-1129 0.0
KC599366 1-1129 0.0
KC599351 1-1129 0.0
KC599350 1-1129 0.0
EU552601 1-1139 0.0
KC599431 1-1129 0.0
KC599407 1-1129 0.0
KC599402 1-1129 0.0
KC599386 1-1129 0.0
KC599374 1-1129 0.0
KC599368 1-1129 0.0
KC599340 1-1129 0.0
EU552600 1-1139 0.0
KC599466 1-1129 0.0
KC599463 1-1129 0.0
KC599443 1-1129 0.0
KC599441 1-1129 0.0
KC599440 1-1129 0.0
KC599438 1-1129 0.0
KC599432 1-1129 0.0
KC599427 1-1129 0.0
KC599425 1-1129 0.0
KC599415 1-1129 0.0
KC599414 1-1129 0.0
KC599406 1-1129 0.0
KC599401 1-1129 0.0
KC599384 1-1129 0.0
KC599377 1-1129 0.0
KC599373 1-1129 0.0
KC599372 1-1129 0.0
KC599365 1-1129 0.0
KC599363 1-1129 0.0
KC599358 1-1129 0.0
KC599357 1-1129 0.0
KC599354 1-1129 0.0
KC599353 1-1129 0.0
KC599348 1-1129 0.0
KC599347 1-1129 0.0
KC599344 1-1129 0.0
KC599339 1-1129 0.0
KC599338 1-1129 0.0
KC599337 1-1129 0.0
KC599335 1-1129 0.0
EU552599 1-1139 0.0
KC599465 1-1129 0.0
KC599449 1-1129 0.0
KC599428 1-1129 0.0
KC599424 1-1129 0.0
KC599421 1-1129 0.0
KC599411 1-1129 0.0
KC599408 1-1129 0.0
KC599405 1-1129 0.0
KC599400 1-1129 0.0
KC599399 1-1129 0.0
KC599393 1-1129 0.0
KC599388 1-1129 0.0
KC599385 1-1129 0.0
KC599379 1-1129 0.0
KC599370 1-1129 0.0
KC599369 1-1129 0.0
KC599367 1-1129 0.0
KC599346 1-1129 0.0
KC599343 1-1129 0.0
KC599333 1-1129 0.0
KC599467 1-1129 0.0
KC599464 1-1129 0.0
KC599462 1-1129 0.0
KC599461 1-1129 0.0
KC599460 1-1129 0.0
KC599458 1-1129 0.0
KC599457 1-1129 0.0
KC599456 1-1129 0.0
KC599455 1-1129 0.0
KC599454 1-1129 0.0
KC599453 1-1129 0.0
KC599452 1-1129 0.0
KC599451 1-1129 0.0
KC599450 1-1129 0.0
KC599448 1-1129 0.0
KC599446 1-1129 0.0
KC599445 1-1129 0.0
KC599444 1-1129 0.0
KC599442 1-1129 0.0
KC599439 1-1129 0.0
KC599437 1-1129 0.0
KC599436 1-1129 0.0
KC599435 1-1129 0.0
KC599426 1-1129 0.0
KC599423 1-1129 0.0
KC599418 1-1129 0.0
KC599417 1-1129 0.0
KC599416 1-1129 0.0
KC599413 1-1129 0.0
KC599412 1-1129 0.0
KC599410 1-1129 0.0
KC599409 1-1129 0.0
KC599404 1-1129 0.0
KC599397 1-1129 0.0
KC599394 1-1129 0.0
KC599392 1-1129 0.0
KC599380 1-1129 0.0
KC599375 1-1129 0.0
KC599364 1-1129 0.0
KC599361 1-1129 0.0
KC599356 1-1129 0.0
KC599355 1-1129 0.0
KC599349 1-1129 0.0
KC599345 1-1129 0.0
KC599342 1-1129 0.0
KC599336 1-1129 0.0
KC599334 1-1129 0.0
KC599468 1-1129 0.0
KC599447 1-1129 0.0
KC599389 1-1129 0.0
KC599383 1-1129 0.0
KC599382 1-1129 0.0
KC599381 1-1129 0.0
KC599376 1-1129 0.0
KC599459 1-1129 0.0
KC599434 1-1129 0.0
KC599396 1-1129 0.0
KC599378 1-1129 0.0
KC599359 1-1129 0.0
KC599352 1-1129 0.0
KC599398 1-1129 0.0
KC599395 1-1129 0.0
KC599371 1-1129 0.0
KC599362 1-1129 0.0
KC599422 1-1129 0.0
KC599391 1-1129 0.0
KC599387 1-1129 0.0
KC599360 1-1129 0.0
AP009234 14374-15514 0.0
EU492333 1-1141 0.0
EU224085 1-1141 0.0
AF472581 1-1141 0.0
EU492085 1-1141 0.0
MG958193 1-1126 0.0
EU492332 1-1141 0.0
EU224086 1-1141 0.0
HQ413291 1-680 0.0
JF507465 12-667 0.0
JF507466 12-667 0.0
JF507599 12-667 0.0
JF507571 12-667 0.0
JF507570 12-667 0.0
JF507550 12-667 0.0
JF507545 12-667 0.0
JF507536 12-667 0.0
JF507522 12-667 0.0
JF507486 12-667 0.0
JF507480 12-667 0.0
JF507471 12-667 0.0
JF507467 12-667 0.0
JF507598 12-667 0.0
JF507494 12-667 0.0
JF507555 12-667 0.0
JF507547 12-667 0.0
JF507533 12-667 0.0
JF507506 12-667 0.0
JF507499 12-667 0.0
JF507526 12-667 0.0
JF507521 12-667 0.0
JF507515 12-667 0.0
JF507510 12-667 0.0
JF507495 12-667 0.0
JF507488 12-667 0.0
JF507482 12-667 0.0
JF507470 12-667 0.0
JF507464 12-667 0.0
JF507601 12-667 0.0
JF507582 12-667 0.0
JF507576 12-667 0.0
JF507572 12-667 0.0
JF507568 12-667 0.0
JF507563 12-667 0.0
JF507559 12-667 0.0
JF507502 12-667 0.0
JF507556 12-667 0.0
JF507546 12-667 0.0
JF507498 12-667 0.0
JF507489 12-667 0.0
JF507520 12-667 0.0
JF507503 12-667 0.0
JF507512 12-667 0.0
JF507487 12-667 0.0
JF507490 12-667 0.0
JF507492 12-667 0.0
JF507491 12-667 0.0
JF507594 12-667 0.0
JF507584 12-667 0.0
JF507579 12-667 0.0
JF507578 12-667 0.0
JF507573 12-667 0.0
JF507569 12-667 0.0
JF507514 12-667 0.0
JF507507 12-667 0.0
JF507505 12-667 0.0
JF507504 12-667 0.0
JF507501 12-667 0.0
JF507493 12-667 0.0
JF507566 12-667 0.0
JF507564 12-667 0.0
JF507496 12-667 0.0
JN998358 1-631 0.0
JF507595 12-667 0.0
JF507586 12-667 0.0
JF507516 12-667 0.0
JN998343 1-631 0.0
JN998353 1-631 0.0
JN998351 1-631 0.0
JN998337 1-631 0.0
JN998338 1-631 0.0
JN998349 1-631 0.0
JN998359 1-631 0.0
JN998354 1-631 0.0
JN998342 1-631 0.0
AP011608 14374-15514 0.0
AP011607 14373-15513 0.0
MG958194 1-591 0.0
FR851441 1-784 0.0
FR851442 1-784 0.0
AP011602 14368-15506 0.0
AP011586 14365-15453 0.0
AP011614 11464-12602 0.0
AP011587 14370-15500 0.0
AP009138 14380-15465 0.0
MG570429 14380-15510 0.0
MG570415 14380-15510 0.0
KC466691 14387-15525 0.0
MG570459 14380-15510 0.0
DQ536426 14380-15510 0.0
EU552584 1-1131 0.0
MG958209 1-1079 0.0
AP017950 14358-15434 0.0
AP011609 14384-15514 0.0
EU552586 1-1131 0.0
AF472586 1-1086 0.0
HM219218 1-1139 0.0
AP011594 14368-15444 0.0
KC439458 14376-15514 0.0
JQ012392 1-1121 0.0
KC567009 1-1086 0.0
MG958184 1-1120 0.0
KJ158085 2-1097 0.0
EU552620 1-1123 0.0
KC567010 1-1086 0.0
KC567003 1-1086 0.0
AF472585 1-1086 0.0
AP011591 14349-15475 0.0
AP006232 14348-15456 0.0
KT985048 14368-15508 0.0
KC567008 1-1086 0.0
EU552566 1-1086 0.0
KJ994681 1-1086 0.0
KC567011 1-1086 0.0
KC567007 1-1086 0.0
KC567005 1-1086 0.0
HQ235769 1-1086 0.0
JQ012365 1-1059 0.0
AB040676 14368-15453 0.0
MG958183 1-1061 0.0
KU360510 14368-15506 0.0
JQ012393 1-1121 0.0
JQ012369 1-1121 0.0
MG958197 1-1062 0.0
KC567004 1-1086 0.0
JQ230103 14386-15516 0.0
JQ012398 1-1059 0.0
EU552565 1-1086 0.0
EU223995 1-1093 0.0
AY281264 1-1131 0.0
AY625724 1-1131 0.0
AY625715 1-1131 0.0
AP009616 14380-15518 0.0
EU552626 1-1139 0.0
EU552561 1-1109 0.0
KJ158084 1-1114 0.0
AP017957 14368-15453 0.0
AP011352 14377-15462 0.0
JX155734 14385-15515 0.0
KF765500 14368-15453 0.0
KC567013 1-1086 0.0
KC696522 1-1086 0.0
JX066774 1-1086 0.0
EU552576 1-1093 0.0
EU223994 1-1093 0.0
AP009131 14376-15468 0.0
EU552621 1-1130 0.0
KY319863 1-1131 0.0
KJ994710 1-1086 0.0
KJ994708 1-1086 0.0
KC567016 1-1086 0.0
KC567015 1-1086 0.0
EU224045 1-1093 0.0
AB032554 14402-15487 0.0
AP011563 14367-15505 0.0
EU552624 1-1109 0.0
EU552570 1-1139 0.0
AP009232 14385-15442 0.0
KY465995 14377-15507 0.0
KY319866 1-1131 0.0
AP011193 14372-15502 0.0
KP712209 1-1131 0.0
KC567014 1-1086 0.0
KC567012 1-1086 0.0
JX646870 14373-15503 0.0
JX075099 14385-15461 0.0
JX074253 1-1131 0.0
EU224046 1-1093 0.0
AY625714 1-1131 0.0
KF056322 14364-15403 0.0
JQ712319 1-1127 0.0
AP011599 14384-15477 0.0
EU552560 1-1058 0.0
KY319895 1-1131 0.0
KY319868 1-1131 0.0
KY319867 1-1131 0.0
KY319865 1-1131 0.0
KX753639 14355-15419 0.0
KT438512 14372-15502 0.0
KP712223 1-1131 0.0
KC865424 14307-15362 0.0
JX074239 1-1131 0.0
EU552574 1-1093 0.0
EU552553 1-1131 0.0
JQ012391 1-1121 0.0
AP009615 14365-15503 0.0
EU552598 1-1109 0.0
MG958180 1-1126 0.0
KP738585 1-1111 0.0
KY319896 1-1131 0.0
KY319785 1-1131 0.0
AP011320 14376-15506 0.0
KU517098 1-1116 0.0
KU517097 1-1116 0.0
KU517089 1-1116 0.0
KU517088 1-1116 0.0
KU517086 1-1116 0.0
KP712188 1-1131 0.0
KC567006 1-1086 0.0
JX066775 1-1131 0.0
JX074241 1-1131 0.0
EU492310 1-1093 0.0
AP009231 14381-15511 0.0
AP017949 14422-15530 0.0
AP011305 14365-15440 0.0
KT633649 1-1080 0.0
AY986965 1-1127 0.0
KY319894 1-1131 0.0
KY319791 1-1131 0.0
KY319789 1-1131 0.0
KY319787 1-1131 0.0
KY319784 1-1131 0.0
KU517095 1-1116 0.0
KU517094 1-1116 0.0
KU517093 1-1116 0.0
KU517092 1-1116 0.0
KU517091 1-1116 0.0
KU517090 1-1116 0.0
KU517087 1-1116 0.0
KC696523 1-1086 0.0
AP011612 14380-15444 0.0
EU492081 1-1086 0.0
EF439526 1-1086 0.0
AY625711 1-1068 0.0
MG958175 1-1127 0.0
KF041000 1-1127 0.0
JX534238 14373-15511 0.0
AY887781 1-1109 0.0
AY887778 1-1109 0.0
KP738584 1-1111 0.0
DQ105223 1-1091 0.0
KY319875 1-1131 0.0
KY319823 1-1131 0.0
KY319796 1-1131 0.0
KY319788 1-1131 0.0
KJ994668 1-1086 0.0
KU517096 1-1116 0.0
KC477844 14380-15444 0.0
JQ012386 1-1059 0.0
GQ406320 1-1131 0.0
HM536793 1-1086 0.0
AP011562 14365-15501 0.0
EU552559 1-1131 0.0
EU552558 1-1131 0.0
EU552557 1-1131 0.0
EF427558 1-1086 0.0
MG958210 1-1077 0.0
KJ710625 14366-15504 0.0
HM010501 1-1127 0.0
AB374217 1-1013 0.0
AB374210 1-1013 0.0
AB374208 1-1013 0.0
DQ105209 1-1127 0.0
AY887780 1-1109 0.0
AY887779 1-1109 0.0
AP004447 14393-15519 0.0
MG958226 4-1056 0.0
KC631278 2-1068 0.0
KY319870 1-1131 0.0
KY319847 1-1131 0.0
KY319842 1-1131 0.0
KY319834 1-1131 0.0
KY319825 1-1131 0.0
KY319803 1-1131 0.0
KY319790 1-1131 0.0
KY319786 1-1131 0.0
KJ737371 14375-15505 0.0
KJ997760 14378-15508 0.0
KC466692 14384-15451 0.0
EU552564 1-1086 0.0
EU552563 1-1086 0.0
AP009141 14384-15514 0.0
EF427559 1-1086 0.0
AF472579 1-1086 0.0
KX254549 14400-15526 0.0
JQ012397 1-1121 0.0
AP011559 14364-15502 0.0
AB374215 1-1013 0.0
AB374211 1-1013 0.0
AP011294 14377-15467 0.0
DQ105226 1-1132 0.0
KY319850 1-1131 0.0
KY319835 1-1131 0.0
KY319807 1-1131 0.0
KX245007 1-1086 0.0
KX245006 1-1086 0.0
KU577425 1-1086 0.0
KU577424 1-1086 0.0
KU577422 1-1086 0.0
KU577421 1-1086 0.0
KU577418 1-1086 0.0
KU577417 1-1086 0.0
KU577414 1-1086 0.0
KU577413 1-1086 0.0
KU577410 1-1086 0.0
KU577409 1-1086 0.0
KU577408 1-1086 0.0
KU577407 1-1086 0.0
KU577406 1-1086 0.0
KU577378 1-1086 0.0
KU577376 1-1086 0.0
KU577375 1-1086 0.0
KU577371 1-1086 0.0
KU577367 1-1086 0.0
KU577366 1-1086 0.0
KJ669372 14379-15509 0.0
AP012151 14379-15509 0.0
JQ012339 1-1047 0.0
AP011588 14368-15498 0.0
GQ406319 1-1131 0.0
EU224052 1-1086 0.0
AP009137 14367-15452 0.0
KT633652 1-1080 0.0
JQ753955 14383-15440 0.0
JQ012419 1-1121 0.0
JQ012396 1-1121 0.0
AP011590 14349-15440 0.0
GU135555 1-1127 0.0
AB374220 1-1013 0.0
DQ105215 1-1127 0.0
AY281274 1-1127 0.0
MG958211 1-1073 0.0
AP011310 14380-15511 0.0
KJ158087 1-1069 0.0
KC696540 1-1132 0.0
GQ174368 1-1132 0.0
AP011384 14389-15474 0.0
KU577416 1-1086 0.0
KU577374 1-1086 0.0
KU577369 1-1086 0.0
KU577368 1-1086 0.0
AP013302 14381-15473 0.0
KJ754936 14381-15473 0.0
JX074255 1-1131 0.0
JX074250 1-1086 0.0
JQ012385 1-1059 0.0
JQ012330 1-1047 0.0
JQ012331 1-1047 0.0
JQ346138 1-1113 0.0
EU282336 7-1086 0.0
DQ105211 1-1093 0.0
AY281257 1-1093 0.0
AF051878 1-1086 0.0
JF340387 1-1127 0.0
AP011596 14382-15520 0.0
HM219220 1-1139 0.0
AP011557 14367-15505 0.0
HM010559 1-1127 0.0
HM010554 1-1127 0.0
HM010549 1-1127 0.0
HM010541 1-1127 0.0
HM010524 1-1127 0.0
AB374219 1-1013 0.0
AB374216 1-1001 0.0
AB374214 1-1013 0.0
AB374212 1-1013 0.0
AY392501 1-1127 0.0
AY392500 1-1127 0.0
KP738573 1-1060 0.0
KP659420 1-1132 0.0
JQ346147 1-1113 0.0
KJ994704 1-1086 0.0
KJ994687 1-1086 0.0
KX245008 1-1086 0.0
KU517100 1-1053 0.0
KU577426 1-1131 0.0
KU577423 1-1131 0.0
KU577420 1-1131 0.0
KU577419 1-1131 0.0
KU577415 1-1131 0.0
KU577412 1-1131 0.0
KU577411 1-1131 0.0
KP738599 1-1075 0.0
KF574683 1-1086 0.0
HQ235771 1-1131 0.0
KC696533 1-1131 0.0
JQ012407 1-1047 0.0
EU224051 1-1086 0.0
EF439527 1-1086 0.0
AY281282 1-1131 0.0
MG958212 1-1074 0.0
KT380878 11-1053 0.0
KT380877 1-1043 0.0
KT380874 3-1045 0.0
KF040999 1-1127 0.0
JF340389 1-1127 0.0
JF799486 1-1061 0.0
AP011565 14366-15504 0.0
HM010548 1-1127 0.0
HM010521 1-1127 0.0
GU573937 1-1064 0.0
FJ605359 14381-15507 0.0
AB374222 1-1013 0.0
AB374218 1-1013 0.0
AB374209 1-1013 0.0
AY208518 1-1079 0.0
KT380880 1-1060 0.0
AB794025 1-1132 0.0
JF340406 1-1132 0.0
AP009576 14376-15476 0.0
AY281255 1-1091 0.0
KX245004 1-1086 0.0
KX245002 1-1086 0.0
KU517099 1-1053 0.0
KU577377 1-1086 0.0
KU577373 1-1086 0.0
KU577372 1-1086 0.0
KU577370 1-1086 0.0
JX155733 14382-15474 0.0
KF574682 1-1086 0.0
KC696532 1-1086 0.0
JF340402 1-1068 0.0
HQ902917 1-1131 0.0
HM536800 1-1086 0.0
EU264006 1-1086 0.0
DQ105199 1-1131 0.0
AF454882 1-1056 0.0
KT380879 3-1057 0.0
KC631279 1-1113 0.0
JF340385 1-1127 0.0
GU086547 1-1080 0.0
HM010547 1-1127 0.0
HM010523 1-1127 0.0
GU573938 1-1064 0.0
AB374221 1-1013 0.0
AY392499 1-1127 0.0
AY281268 1-1127 0.0
AP011442 14370-15501 0.0
AP011306 14369-15500 0.0
AB794024 1-1132 0.0
AB794023 1-1132 0.0
GQ174352 1-1132 0.0
GU932827 1-1126 0.0
AP017948 14426-15556 0.0
AP012132 14380-15447 0.0
KT380876 1-1059 0.0
KX245005 1-1086 0.0
KX245003 1-1086 0.0
AP013327 14384-15514 0.0
AP013301 14380-15510 0.0
KT367805 14377-15507 0.0
KP738598 1-1075 0.0
KJ739867 14381-15473 0.0
HQ235764 1-1131 0.0
KF214722 14381-15511 0.0
KC788747 14377-15507 0.0
JX074231 1-1131 0.0
EU670400 1-1086 0.0
JF799460 1-1056 0.0
HM010722 1-1086 0.0
HQ902918 1-1131 0.0
HM536797 1-1131 0.0
EF508582 1-1086 0.0
DQ105210 1-1093 0.0
AY392497 1-1127 0.0
AY625696 1-1093 0.0
AP002943 14392-15477 0.0
MG554420 14382-15508 0.0
KY009955 1-1085 0.0
AP011298 14382-15508 0.0
KT633645 1-1080 0.0
KF711948 14383-15509 0.0
KF040997 1-1127 0.0
JX443044 1-1127 0.0
GQ174323 1-1127 0.0
AB374213 1-983 0.0
EF508481 11-1071 0.0
AY281286 1-1132 0.0
KX096698 1-1132 0.0
AY882871 1-1132 0.0
KX177967 14378-15463 0.0
AP011439 14390-15482 0.0
AP011301 14372-15439 0.0
KX588239 14379-15446 0.0
KU577362 1-1086 0.0
KT005329 1-1086 0.0
HQ235753 1-1131 0.0
KC579368 14378-15508 0.0
JQ712314 1-1056 0.0
FN688300 3-404 0.0
EF508581 1-1086 0.0
AP012139 14364-15490 0.0
AP011348 14381-15507 0.0
KT380881 3-1108 0.0
KT031050 14379-15463 0.0
KP319024 14381-15507 0.0
KM077128 14378-15504 0.0
KF514201 1-1127 0.0
GQ174324 1-1127 0.0
GU086569 1-1097 0.0
HM010566 1-1127 0.0
HM010490 1-1127 0.0
GU932760 1-1064 0.0
FJ460685 1-1139 0.0
FJ460684 1-1139 0.0
FJ460674 1-1139 0.0
FJ460654 1-1139 0.0
FJ460641 1-1139 0.0
FJ460631 1-1139 0.0
FJ460629 1-1139 0.0
FJ460627 1-1139 0.0
AB196442 1-1092 0.0
DQ105213 1-1127 0.0
AY392495 1-1127 0.0
AY281288 1-1127 0.0
AY281269 1-1127 0.0
KT005618 1-1120 0.0
AY887797 16-1108 0.0
AY882879 1-1132 0.0
AY882875 1-1132 0.0
AY882874 1-1132 0.0
KT984999 1-1131 0.0
KT984998 1-1131 0.0
KT984997 1-1131 0.0
KT984996 1-1131 0.0
KT984995 1-1131 0.0
KT984994 1-1131 0.0
KT984993 1-1131 0.0
KT984992 1-1131 0.0
KT984991 1-1131 0.0
KT984990 1-1131 0.0
KT984989 1-1131 0.0
KT984988 1-1131 0.0
KJ994683 1-1131 0.0
KF752478 14374-15504 0.0
KX245001 1-1086 0.0
KX245000 1-1086 0.0
KX244998 1-1086 0.0
KU577382 1-1086 0.0
KU577354 1-1086 0.0
KT005334 1-1086 0.0
KT005322 1-1086 0.0
KT001152 14391-15476 0.0
KP025676 14391-15476 0.0
KF574558 1-1086 0.0
JQ864593 1-1131 0.0
JQ864587 1-1131 0.0
AP012154 14386-15516 0.0
JQ012420 3-1106 0.0
JQ048935 14405-15529 0.0
GQ174372 1-1093 0.0
HM536795 1-1116 0.0
KR698410 1-1130 0.0
KP185129 14364-15502 0.0
KM257636 14368-15506 0.0
KM276661 14364-15502 0.0
KC763654 1-1124 0.0
JQ769387 1-1121 0.0
AP011558 14364-15502 0.0
HM010569 1-1085 0.0
HM010491 1-1085 0.0
FJ196825 2-1110 0.0
FJ711333 1-1067 0.0
FJ460694 1-1139 0.0
FJ460693 1-1139 0.0
FJ460690 1-1139 0.0
FJ460679 1-1139 0.0
FJ460653 1-1139 0.0
FJ460639 1-1139 0.0
FJ460635 1-1139 0.0
FJ460632 1-1139 0.0
FJ460630 1-1139 0.0
FJ460622 1-1139 0.0
FJ460609 1-1139 0.0
FJ460608 1-1139 0.0
FJ460607 1-1139 0.0
FJ460599 1-1139 0.0
AP009135 14366-15504 0.0
DQ111990 1-1127 0.0
AY854736 1-1092 0.0
AY625695 1-1127 0.0
AP017945 14376-15516 0.0
KM999932 1-1132 0.0
AP011307 14367-15498 0.0
KT005613 1-1117 0.0
GU932826 1-1126 0.0
AY882883 1-1132 0.0
AY882882 1-1132 0.0
AY882880 1-1132 0.0
AY882872 1-1132 0.0
AY882864 1-1132 0.0
AY882863 1-1132 0.0
KX983936 1-1131 0.0
KY646045 1-1086 0.0
KY646043 1-1086 0.0
KU524944 1-1131 0.0
KX244999 1-1086 0.0
KU577405 1-1086 0.0
KU577403 1-1086 0.0
KU577400 1-1086 0.0
KU577399 1-1086 0.0
KU577398 1-1086 0.0
KU577397 1-1086 0.0
KU577394 1-1086 0.0
KU577393 1-1086 0.0
KU577385 1-1086 0.0
KU577384 1-1086 0.0
KU577383 1-1086 0.0
KU577381 1-1086 0.0
KU577380 1-1086 0.0
KU577379 1-1086 0.0
KU577365 1-1086 0.0
KU577364 1-1086 0.0
KU577363 1-1086 0.0
KU577361 1-1086 0.0
KU577360 1-1086 0.0
KU577359 1-1086 0.0
KU577358 1-1086 0.0
KU577357 1-1086 0.0
KU577356 1-1086 0.0
KU577355 1-1086 0.0
AP013335 14378-15508 0.0
KT005325 1-1086 0.0
KF574549 1-1086 0.0
KF574543 1-1086 0.0
KF574542 1-1086 0.0
